file,area,kind,audience,overall,voice,clarity,structure,actionability,completeness,sourceGrounding,boundaryClarity,freshness,examples,audienceFit,words,headings,highFindings,mediumFindings,lowFindings,issueSummary
pages/developers/blueprints/pricing-engine.mdx,developers,blueprint,developer/operator,8.6,8.9,8.4,8.8,10,9.1,6.5,9,8.7,8.5,7.6,518,9,0,0,1,none obvious from rubric
pages/developers/blueprints/service-lifecycle.mdx,developers,blueprint,developer/operator,8.6,8.9,8.5,8.8,10,9.3,6.5,8.6,8.7,8.5,7.6,1067,11,0,0,1,none obvious from rubric
pages/developers/blueprints/use-cases.mdx,developers,blueprint,developer/operator,8.1,9,8.1,8.8,10,6.7,5.8,8.6,8.7,8.5,6.8,47,8,0,0,0,thin page
pages/developers/cli/debugging.mdx,developers,developer,developer,8.3,9,8.1,7.6,10,8,8.2,6.8,8.7,8.5,8.3,266,4,0,0,0,protocol/hosted boundary needs sharper wording
pages/developers/cli/installation.mdx,developers,developer,developer,8.1,9,8.1,8.8,9,6.3,6.9,8.6,8.7,8.2,7.5,52,2,0,0,0,thin page
pages/developers/cli/keys.mdx,developers,developer,developer,8.7,9,7.8,8.4,10,9.3,7.8,8.6,8.7,8.5,7.9,496,19,2,0,0,2 high scanner findings
pages/developers/cli/quickstart.mdx,developers,developer,developer,8.2,9,8.1,8.8,9.1,6.9,7.6,8.6,8.7,8,7.5,89,4,0,0,0,thin page
pages/developers/cli/tangle.mdx,developers,developer,developer,8.7,9,8.1,8.8,10,8.1,8.2,9,8.7,8.5,8.3,252,8,0,0,0,none obvious from rubric
pages/developers/code-merge-process.mdx,developers,developer,developer,8.9,9,8.3,8.8,10,9.3,8.2,9,8.7,8.5,8.3,467,11,0,0,0,none obvious from rubric
pages/developers/contribute.mdx,developers,developer,developer,8,9,8.3,8.8,7.1,8.8,6.2,8.6,8.7,5.5,8.3,401,6,0,0,0,none obvious from rubric
pages/developers/deployment/introduction.mdx,developers,developer,developer,8.4,8.8,8.1,8.8,10,7.1,7.3,8.6,8.7,8.5,7.5,125,4,0,0,1,thin page
pages/developers/deployment/sources/container.mdx,developers,developer,developer,8.3,9,8.1,8.8,10,6.9,7.1,8.6,8.7,8.5,6.8,132,3,0,0,0,thin page
pages/developers/deployment/sources/introduction.mdx,developers,developer,developer,8.3,9,8.1,8.8,10,6.9,6.7,8.6,8.7,8.5,7.5,154,1,0,0,0,thin page
pages/developers/deployment/sources/native.mdx,developers,developer,developer,8.1,9,8.1,8.8,10,7.1,6.9,6.8,8.3,8.5,7.5,168,3,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/developers/deployment/sources/testing.mdx,developers,developer,developer,8.3,9,8.1,8.8,10,6.8,7.1,8.6,8.7,8.5,6.8,119,3,0,0,0,thin page
pages/developers/deployment/sources/wasm.mdx,developers,developer,developer,8,9,8.1,8.8,10,6.7,6.9,6.8,8.3,8.5,7.5,102,3,0,0,0,protocol/hosted boundary needs sharper wording; thin page
pages/developers/endpoints.mdx,developers,developer,developer,7.4,9,8.6,8.8,5.6,5.9,5.8,8.6,8.7,4.9,6.8,1,1,0,0,0,thin page; few executable examples
pages/developers/key-contacts.mdx,developers,developer,developer,7.8,8.8,8,8.8,8.1,6.6,6.2,8.6,8.7,6.9,6.8,70,2,0,1,0,thin page
pages/developers/p2p-networking/extensions/round-based.mdx,developers,developer,developer,7.5,9,8.1,8.8,6.1,6.1,6.5,8.6,8.7,5.2,7.5,34,1,0,0,0,thin page
pages/developers/p2p-networking/overview.mdx,developers,developer,developer,7.8,9,8.1,8.8,7.9,6.3,6.5,8.6,8.7,6.4,7.5,48,2,0,0,0,thin page
pages/developers/p2p-networking/testing.mdx,developers,developer,developer,7.8,9,8.1,8.8,7.3,6.6,6.5,8.6,8.7,6.8,7.5,84,3,0,0,0,thin page
pages/developers/p2p-networking/usage.mdx,developers,developer,developer,8.3,9,8.1,8.8,10,7,6.9,8.6,8.7,8.5,7.5,135,4,0,0,0,thin page
pages/developers/protocol-architecture.mdx,developers,developer,developer,7.9,9,8.1,8.8,7.2,7.4,7.3,8.6,8.7,5.2,7.5,175,4,0,0,0,thin page
pages/developers/slashing.mdx,developers,developer,developer,8.8,8.7,8.4,8.8,10,9.3,8.2,8.6,8.7,8.5,8.3,1709,18,0,1,1,none obvious from rubric
pages/developers/system-architecture/overview.mdx,developers,developer,developer,8.6,9,8.3,8.8,10,8.9,6.9,9,8.7,7.7,8.3,363,7,0,0,0,none obvious from rubric
pages/developers/system-architecture/rewards.mdx,developers,developer,developer,8.7,9,8.3,8.8,10,9.1,8,8.6,8.7,7,8.3,380,8,0,0,0,none obvious from rubric
pages/developers/testing-with-tangle.mdx,developers,developer,developer,8.4,9,8.1,8.8,10,7.5,7.3,8.6,8.7,8.5,7.5,174,6,0,0,0,thin page
pages/developers/troubleshooting.mdx,developers,developer,developer,8,9,8.1,8.8,9.3,6.4,6,8.6,8.7,8.3,6.8,64,3,0,0,0,thin page
pages/developers/upgrade-discipline.mdx,developers,developer,developer,8.8,9,8.3,8.8,10,9.3,8.2,8.6,8.7,8.5,8.3,915,13,0,0,0,none obvious from rubric
pages/gateway/api-chat.mdx,gateway,gateway,customer/developer,8.4,9,8.1,8.8,9.5,7.7,6.7,9,8.7,8.5,7.4,160,8,0,0,0,thin page
pages/gateway/api-compliance.mdx,gateway,gateway,customer/developer,8.1,9,8.1,8.8,9.3,6.4,6.5,8.6,8.7,8.5,7.4,62,3,0,0,0,thin page
pages/gateway/api-credits.mdx,gateway,gateway,customer/developer,7.8,9,8.1,8.8,8.1,6.3,6.2,8.6,8.7,7.9,6.8,34,3,0,0,0,thin page
pages/gateway/api-generation.mdx,gateway,gateway,customer/developer,7.9,8.6,7.9,8.8,8.3,6.7,6.2,8.6,8.7,8.2,6.8,62,5,0,2,0,thin page
pages/gateway/authentication.mdx,gateway,gateway,customer/developer,8.4,8.8,8,8.8,10,7.3,7.3,8.6,8.7,8.5,7.4,147,6,0,1,0,thin page
pages/gateway/byok.mdx,gateway,gateway,customer/developer,8.3,8.5,7.7,8.8,9.8,7.7,6.9,8.6,8.7,8.5,8.2,192,7,0,3,0,none obvious from rubric
pages/gateway/caching.mdx,gateway,gateway,customer/developer,8.3,9,8.1,8.8,10,7.2,6.9,8.6,8.7,8.5,7.4,157,4,0,0,0,thin page
pages/gateway/enterprise-zdr.mdx,gateway,gateway,customer/developer,8.6,8.8,8,8.8,10,8.4,7.6,8.6,8.7,8.5,8.2,284,9,0,1,0,none obvious from rubric
pages/gateway/fallbacks.mdx,gateway,gateway,customer/developer,8.1,8.5,7.7,8.8,9,7.3,6.7,8.6,8.7,8.1,7.4,169,5,0,3,0,thin page
pages/gateway/feature-flags.mdx,gateway,gateway,customer/developer,7.9,9,8.1,8.8,7.2,7.4,6,8.6,8.7,7.1,8.2,180,4,0,0,0,none obvious from rubric
pages/gateway/free-tier.mdx,gateway,gateway,customer/developer,8.1,8.8,8.1,8.8,8.6,7.5,6.2,8.6,8.7,8.5,7.4,160,5,0,0,1,thin page
pages/gateway/generation-lookup.mdx,gateway,gateway,customer/developer,8.3,9,8.1,8.8,10,7.3,6.5,8.6,8.7,8.5,7.4,137,5,0,0,0,thin page
pages/gateway/getting-started.mdx,gateway,gateway,customer/developer,8.4,8.3,7.6,8.8,10,7.5,8,8.6,8.7,8.5,7.4,134,9,0,4,0,thin page
pages/gateway/guardrails.mdx,gateway,gateway,customer/developer,8.1,9,8.1,8.8,8.2,7.8,6.5,8.6,8.7,8.5,7.4,172,8,0,0,0,thin page
pages/gateway/how-routing-works.mdx,gateway,gateway,customer/developer,8.4,9,8.2,8.8,9.2,8.8,8.2,6.8,8.7,8.5,8.2,337,7,0,0,0,protocol/hosted boundary needs sharper wording
pages/gateway/index.mdx,gateway,gateway,customer/developer,8.1,7.9,6.6,8.8,8.9,8.5,7.5,9,8.7,8,7.7,285,6,3,6,0,3 high scanner findings
pages/gateway/migrate-openai.mdx,gateway,gateway,customer/developer,8.3,9,8.1,8.8,10,7.1,7.1,8.6,8.7,8.5,7.4,127,6,0,0,0,thin page
pages/gateway/migrate-vercel.mdx,gateway,gateway,customer/developer,8,8.5,6.9,8.8,10,8.2,6,8.6,7.2,8.5,7.7,236,7,3,3,0,3 high scanner findings; 1 future-tense/staleness terms
pages/gateway/models.mdx,gateway,gateway,customer/developer,8.3,8.8,7.8,8.8,10,8.5,7.3,6.8,8.7,8.5,8,296,5,1,1,0,1 high scanner findings; protocol/hosted boundary needs sharper wording
pages/gateway/no-train.mdx,gateway,gateway,customer/developer,7.8,9,8.1,8.8,6.7,7.3,6.5,8.6,8.7,6.8,7.4,151,5,0,0,0,thin page
pages/gateway/operator-routing.mdx,gateway,gateway,customer/developer,8.6,8.5,7.3,8.8,10,9,8,9,8.7,8.5,8,373,10,1,3,0,1 high scanner findings
pages/gateway/pricing.mdx,gateway,gateway,customer/developer,8.4,8.6,8,8.8,10,7.3,7.6,8.6,8.7,8.5,7.4,140,5,0,1,1,thin page
pages/gateway/provider-options.mdx,gateway,gateway,customer/developer,8,7.9,7.4,8.8,8,7.4,7.8,8.6,8.7,8.2,7.4,119,4,0,6,0,thin page
pages/gateway/rate-limiting.mdx,gateway,gateway,customer/developer,7.9,9,8.1,8.8,7.8,6.8,6.2,8.6,8.7,7.9,7.4,81,4,0,0,0,thin page
pages/gateway/response-headers.mdx,gateway,gateway,customer/developer,7.8,9,8.1,8.8,6.9,7.6,5.8,8.6,8.7,7.6,7.4,154,4,0,0,0,thin page; few executable examples
pages/gateway/routing-trace.mdx,gateway,gateway,customer/developer,7.9,8.6,7.9,8.8,7.7,7,6.9,8.6,8.7,7.3,7.4,127,4,0,2,0,thin page
pages/gateway/smart-routing.mdx,gateway,gateway,customer/developer,7.8,8.5,7.7,8.8,8.5,7.6,6.5,6.8,8.7,7.7,8.2,205,5,0,3,0,protocol/hosted boundary needs sharper wording
pages/gateway/spend-auth.mdx,gateway,gateway,customer/developer,8.2,9,8.1,8.8,8.4,7.7,6.9,9,8.7,7.1,8.2,217,6,0,0,0,none obvious from rubric
pages/gateway/timeouts.mdx,gateway,gateway,customer/developer,7.9,8.8,8,8.8,7.6,7.2,6.7,8.6,8.7,7.3,7.4,138,6,0,1,0,thin page
pages/gateway/zdr.mdx,gateway,gateway,customer/developer,8.6,8.8,8.3,8.8,8.9,9.1,8.2,8.6,8.7,8.5,8.2,381,7,0,0,1,none obvious from rubric
pages/index.mdx,index.mdx,home,general,7.4,9,8.6,7.6,5.6,5.9,5.8,9,8.7,5.7,6.8,14,0,0,0,0,thin page; few executable examples
pages/infrastructure/architecture.mdx,infrastructure,runtime-infra,general,7.6,9,8.1,8.8,6.5,7,6.2,8.6,8.7,5.7,6.8,150,3,0,0,0,thin page; few executable examples
pages/infrastructure/harnesses.mdx,infrastructure,runtime-infra,general,8.6,9,8.4,8.8,10,9.2,6.2,9,8.7,8.5,7.6,539,4,0,0,0,none obvious from rubric
pages/infrastructure/introduction.mdx,infrastructure,runtime-infra,general,8,9,8.1,8.8,7.2,7.7,7.3,9,8.7,6,7.6,209,4,0,0,0,none obvious from rubric
pages/infrastructure/orchestration.mdx,infrastructure,runtime-infra,general,7.6,9,8.1,8.8,6.5,6.9,5.8,9,8.7,5.7,6.8,143,3,0,0,0,thin page; few executable examples
pages/infrastructure/protocol-deployment.mdx,infrastructure,runtime-infra,general,7.9,9,8.1,8.8,7.5,7.5,6.2,8.6,8.7,6.6,7.6,215,4,0,0,0,none obvious from rubric
pages/infrastructure/sandboxing.mdx,infrastructure,runtime-infra,general,7.6,9,8.1,8.8,6.5,7.8,6.2,6.8,8.7,5.7,7.6,262,5,0,0,0,protocol/hosted boundary needs sharper wording; few executable examples
pages/network/claim-airdrop.mdx,network,network,staker/governance,8.2,8.3,8.1,8.8,8.8,8.4,6.7,8.6,8.7,6.9,7.6,316,7,0,1,0,1 slop phrases
pages/network/governance.mdx,network,network,staker/governance,8.4,9,8.2,8.8,9.7,8.7,6.2,8.6,8.7,8.5,7.6,329,6,0,0,0,none obvious from rubric
pages/network/incentives-developers.mdx,network,network,staker/governance,8.1,9,7.8,8.8,8.6,7.6,6.5,8.6,8.7,7.2,7.4,219,5,1,0,0,1 high scanner findings
pages/network/incentives-operators.mdx,network,network,staker/governance,8.1,9,8.1,8.8,8.7,7.5,6.7,8.6,8.7,6.9,7.6,205,5,0,0,0,none obvious from rubric
pages/network/incentives-overview.mdx,network,network,staker/governance,8.8,9,8.3,8.8,10,9.3,8.2,8.6,8.7,8.5,7.6,430,6,0,0,0,none obvious from rubric
pages/network/incentives-stakers.mdx,network,network,staker/governance,8.6,9,8,8.8,10,9.1,6.9,8.6,8.7,8.4,7.4,410,8,1,0,0,1 high scanner findings
pages/network/launch.mdx,network,network,staker/governance,7.9,9,8.1,8.8,6.7,8,6.7,8.6,8.7,6,7.6,259,5,0,0,0,none obvious from rubric
pages/network/metrics-and-scoring.mdx,network,network,staker/governance,8.6,9,8.3,8.8,9.8,9,7.1,8.6,8.7,7.5,7.6,393,7,0,0,0,none obvious from rubric
pages/network/network-parameters.mdx,network,network,staker/governance,7.9,9,8.4,8.8,10,9.3,6.7,8.6,0.6,8.5,7.6,564,12,0,0,0,18 future-tense/staleness terms
pages/network/overview.mdx,network,network,staker/governance,8.3,9,8.4,8.8,6.9,9.3,7.6,9,8.7,6,7.6,528,12,0,0,0,none obvious from rubric
pages/network/points-mechanics.mdx,network,network,staker/governance,7.7,9,7.5,8.8,7.8,7.8,6,8.6,6.9,7,7.2,229,5,2,0,0,2 high scanner findings; 4 future-tense/staleness terms
pages/network/tokenomics/allocation.mdx,network,network,staker/governance,8.2,9,8.2,8.8,10,8.6,6.2,8.6,6,8.5,7.6,313,6,0,0,0,6 future-tense/staleness terms
pages/network/tokenomics/inflation.mdx,network,network,staker/governance,8,9,8.1,8.8,7.6,7.8,6.7,8.6,8.7,7.2,7.6,216,6,0,0,0,none obvious from rubric
pages/network/tokenomics/usage.mdx,network,network,staker/governance,7.7,9,8.1,8.8,6.1,7.3,6.7,8.6,8.7,6,6.8,151,6,0,0,0,thin page
pages/operators/benchmarking.mdx,operators,operator,operator,8.5,9,8,8.8,10,9.3,7.8,6.8,8.7,8.5,8.5,643,11,0,0,0,protocol/hosted boundary needs sharper wording
pages/operators/introduction.mdx,operators,operator,operator,8.3,9,8.1,8.8,7.7,8.2,8,9,8.7,6.4,8.5,244,7,0,0,0,none obvious from rubric
pages/operators/manager/confidential-compute.mdx,operators,operator,operator,8.7,9,8.2,8.8,10,8.7,7.8,9,8.7,8.5,8.5,333,8,0,0,0,none obvious from rubric
pages/operators/manager/introduction.mdx,operators,operator,operator,8,9,8.1,8.8,7.4,6.9,7.6,9,8.7,6.3,7.7,121,1,0,0,0,thin page
pages/operators/manager/requirements.mdx,operators,operator,operator,8.5,8.6,7.9,8.8,10,8.3,7.3,9,8.7,8.5,8.3,289,6,1,0,2,1 high scanner findings
pages/operators/manager/security.mdx,operators,operator,operator,8.6,9,8.2,8.8,10,8.5,7.1,9,8.7,8.5,8.5,332,7,0,0,0,none obvious from rubric
pages/operators/manager/setup.mdx,operators,operator,operator,8.6,9,8.1,8.8,10,8,7.6,9,8.7,8.5,8.5,261,6,0,0,0,none obvious from rubric
pages/operators/manager/sizing.mdx,operators,operator,operator,8.2,9,8.1,8.8,8.5,7.5,6.5,9,8.7,7.3,8.5,186,5,0,0,0,none obvious from rubric
pages/operators/operator/join_operator/join.mdx,operators,operator,operator,8.5,9,8.1,7.6,10,7.8,7.8,9,8.7,8.5,8.5,219,6,0,0,0,none obvious from rubric
pages/operators/operator/join_operator/leave.mdx,operators,operator,operator,8.1,9,8.1,7.6,10,6.8,6.9,8.6,8.7,7.8,6.8,98,5,0,0,0,thin page
pages/operators/operator/join_operator/stake.mdx,operators,operator,operator,8.2,9,8.1,7.6,10,7.2,7.1,8.6,8.7,7.8,7.7,133,7,0,0,0,thin page
pages/operators/pricing/overview.mdx,operators,operator,operator,8.5,8.9,8.3,8.8,10,9,6.2,9,8.7,7.8,7.6,456,7,0,0,1,none obvious from rubric
pages/operators/quality-of-service.mdx,operators,operator,operator,8.7,8.8,8.3,8.8,10,9.3,7.6,8.6,8.7,8.5,8.5,574,14,0,1,0,none obvious from rubric
pages/operators/runbook.mdx,operators,operator,operator,8,9,8.1,8.8,7.6,7.9,6.7,8.6,8.7,5.7,8.5,230,7,0,0,0,few executable examples
pages/release-notes/0.13.0.mdx,release-notes,release,general,8.6,7.6,7.7,8.8,10,9.3,8.2,8.6,8.7,8.5,7.6,1165,15,0,7,1,none obvious from rubric
pages/staking/how-staking-works.mdx,staking,staking,staker/governance,7.6,9,7.5,8.8,7,7.6,5.6,8.6,8.7,6,7.2,231,4,2,0,0,2 high scanner findings
pages/staking/how_to_stake/how_to_stake_tangle/delegate.mdx,staking,staking,staker/governance,7.9,9,7.8,7.6,7.5,8.3,6.7,8.6,8.7,6.3,7.6,331,4,0,0,0,none obvious from rubric
pages/staking/how_to_stake/how_to_stake_tangle/deposit.mdx,staking,staking,staker/governance,7.7,8.8,7.6,7.6,7,7.7,6.7,8.6,8.7,6,7.6,237,4,0,0,1,none obvious from rubric
pages/staking/how_to_stake/how_to_stake_tangle/unstake.mdx,staking,staking,staker/governance,7.9,8.5,7.4,7.6,6.9,9.1,7.3,8.6,8.7,6,7.6,433,6,0,0,3,none obvious from rubric
pages/staking/how_to_stake/how_to_stake_tangle/withdraw.mdx,staking,staking,staker/governance,7.9,8.4,7.5,7.6,7,9.2,7.3,8.6,8.7,6,7.6,438,7,0,0,4,none obvious from rubric
pages/staking/incentives/claiming.mdx,staking,staking,staker/governance,8.4,9,8,8.8,9.8,9.1,6.2,8.6,8.7,6,7.6,413,9,0,0,0,none obvious from rubric
pages/staking/incentives/configs.mdx,staking,staking,staker/governance,7.9,9,8.1,8.8,7.9,7.1,6.2,8.6,8.7,6.3,6.8,152,5,0,0,0,thin page
pages/staking/incentives/how_rewards_work.mdx,staking,staking,staker/governance,8.5,9,8.4,8.8,10,9,6.5,8.6,8.7,7.2,7.6,558,7,0,0,0,none obvious from rubric
pages/staking/incentives/vaults.mdx,staking,staking,staker/governance,7.7,9,8.1,8.8,7.1,7.2,5.8,8.6,8.7,6,7.6,185,3,0,0,0,none obvious from rubric
pages/staking/introduction.mdx,staking,staking,staker/governance,7.4,9,8.1,8.8,5.7,6.7,5.8,8.6,8.7,5.7,6.8,106,3,0,0,0,thin page; few executable examples
pages/staking/liquid-staking/factory-and-discovery.mdx,staking,staking,staker/governance,7.7,9,8.1,8.8,7.3,6.9,6.2,8.6,8.7,6.3,6.8,129,4,0,0,0,thin page
pages/staking/liquid-staking/introduction.mdx,staking,staking,staker/governance,8.6,9,7.9,8.8,10,8.5,8,8.6,8.7,8.4,7.4,293,7,1,0,0,1 high scanner findings
pages/staking/liquid-staking/risks-and-limitations.mdx,staking,staking,staker/governance,7.7,9,8.1,8.8,6.1,7.6,6.5,8.6,8.7,6,7.6,182,8,0,0,0,none obvious from rubric
pages/staking/liquid-staking/staking-flow.mdx,staking,staking,staker/governance,8.5,9,8.3,8.8,9.1,9.2,6.7,8.6,8.7,7.5,7.6,431,8,0,0,0,none obvious from rubric
pages/staking/liquid-staking/vaults-and-shares.mdx,staking,staking,staker/governance,7.8,9,8.1,8.8,7,7.2,6.2,8.6,8.7,6,7.6,182,4,0,0,0,none obvious from rubric
pages/staking/staking-concepts.mdx,staking,staking,staker/governance,8,9,8.1,8.8,7.5,7.7,6.7,8.6,8.7,6.3,7.6,220,6,0,0,0,none obvious from rubric
pages/vibe/integrations.mdx,vibe,workbench,customer/developer,7.6,9,8.1,8.8,6,7,6.2,8.6,8.7,5.7,6.8,137,4,0,0,0,thin page; few executable examples
pages/vibe/introduction.mdx,vibe,workbench,customer/developer,8.1,9,8.1,8.8,7.2,8.2,7.3,9,8.7,6,7.6,257,6,0,0,0,none obvious from rubric
pages/vibe/profile-schema.mdx,vibe,workbench,customer/developer,8.6,9,8.3,8.8,10,9.2,6.2,9,8.7,7.7,7.6,493,10,0,0,0,none obvious from rubric
pages/vibe/profiles.mdx,vibe,workbench,customer/developer,8.4,9,8.2,8.8,9.3,8.4,6.5,9,8.7,7.7,7.6,341,5,0,0,0,none obvious from rubric
pages/vibe/simulations.mdx,vibe,workbench,customer/developer,7.6,9,7.6,8.8,6.4,7.4,5.8,8.6,8.7,5.7,7.6,190,5,0,0,0,few executable examples
pages/vibe/workflows.mdx,vibe,workbench,customer/developer,7.7,9,8.1,8.8,6.6,7.6,5.8,8.6,8.7,5.7,7.6,234,5,0,0,0,few executable examples
pages/vision/architecture.mdx,vision,vision,general,8.1,8.8,7.7,8.8,7.3,9.2,6.5,9,8.7,7.7,7.2,412,6,2,0,1,2 high scanner findings
pages/vision/core-concepts.mdx,vision,vision,general,7.7,9,8.1,8.8,6.2,7.7,5.8,9,8.7,5.7,7.6,213,1,0,0,0,few executable examples
pages/vision/introduction.mdx,vision,vision,general,8.2,9,8,8.8,6.7,9.3,7.6,9,8.7,6.3,7.4,389,9,1,0,0,1 high scanner findings
pages/vision/use-cases.mdx,vision,vision,general,7.9,9,7.9,8.8,6,9,6.5,9,8.7,6.3,7.4,291,7,1,0,0,1 high scanner findings
